salaryID,yearsatcompany,totalyearlycompensation,basesalary,stockgrantvalue,bonus
364,4.5,177000,145000,100000,30000
365,1,200000,150000,150000,80000
366,0,423000,180000,900000,15000
367,0,514000,220000,250000,44000
368,0,155500,130000,12500,13000
369,3,126000,0,0,0
370,1,325000,180000,100000,45000
371,4,129000,109000,10000,10000
372,0,195000,130000,31250,33000
373,4,125000,109000,0,16000
374,0,200000,137000,17500,13700
375,4,240000,168000,30000,40000
376,0,300000,180000,350000,75000
377,10,580000,0,0,0
378,1,280000,0,0,0
379,2,227000,137000,65000,24500
380,2,900000,210000,600000,90000
381,5,166000,125000,29000,13000
382,2,220000,180000,0,40000
383,1,135000,0,0,0
384,0,162000,117000,100000,15000
385,1,205000,155000,50000,0
386,2.5,150000,115000,25000,10700
387,4,220000,170000,20000,30000
388,7,400000,0,0,0
389,10,320000,275000,25000,20000
390,2,175000,152000,12000,10000
391,0,240000,185000,100000,30000
392,0,290000,180000,85000,25000
393,1,174000,145000,80000,0
394,3,180000,0,0,0
395,9,280000,201000,45000,45000
396,0,151000,125000,26250,0
397,0,162000,108000,120000,35000
398,1,300000,160000,320000,200000
399,2,105000,93000,0,12000
400,0.1,166000,130000,36000,0
401,3,275000,150000,100000,20000
402,5,220000,170000,25000,25500
403,1,160000,131000,7000,13000
404,3,196000,118000,60000,18000
405,3,205000,145000,40000,20000
406,2,195000,140000,15000,40000
407,7,690000,225000,275000,75000
408,5,280000,225000,0,55000
409,1,340000,200000,100000,40000
410,0.58,160500,128000,13000,19200
411,15,340000,206000,134000,0
412,6,240000,0,0,0
413,3,160000,0,0,0
414,0,208000,116000,65000,17000
415,5.5,240000,130000,110000,0
416,3,131000,122000,0,9000
417,2,180000,0,0,0
418,1,165000,131000,15000,20000
419,2,132000,115000,0,15000
420,0,233000,162000,220000,10000
421,3,200000,0,0,0
422,4,165000,0,0,0
423,1.5,175000,0,0,0
424,3,200000,0,0,0
425,4,230000,0,0,0
426,5,300000,0,0,0
427,0,270000,160000,90000,20000
428,0,160000,135000,0,25000
429,9,410000,200000,185000,31000
430,0,209000,140000,55000,14000
431,2,128000,105000,12000,11000
432,2.75,267000,145000,122000,0
433,4,176000,146000,16000,16000
434,1,180000,0,0,0
435,1,111000,101000,0,10000
436,0,173000,116000,25000,32000
437,0,103000,0,0,0
438,1,310000,155000,470000,15000
439,3,510000,270000,240000,0
440,4,210000,143000,180000,30000
441,11,218000,165000,28000,23000
442,0,320000,190000,130000,0
443,0.5,167000,145000,0,22000
444,0,138000,94000,30000,14000
445,5,180000,0,0,0
446,1,96000,96000,0,0
447,1,190000,190000,52500,30000
448,4,275000,145000,135000,0
449,3,189000,0,0,0
450,3,422000,203000,171000,47000
451,3,422000,203000,171000,47000
452,1,105000,85000,25000,10000
453,2.5,230000,180000,50000,15000
454,6,251000,159000,60000,32000
455,4,500000,200000,280000,20000
456,0,163000,138000,40000,13000
457,0,135000,105000,5000,25000
458,0,236000,133000,330000,20000
459,4,220000,160000,40000,20000
460,6,500000,220000,220000,60000
461,3,271000,168000,93000,10000
462,5,511000,0,0,0
463,3,325000,160000,165000,0
464,1,350000,0,0,0
465,2,475000,196000,239000,40000
466,1,257000,156000,78000,23000
467,0,152500,115000,17500,20000
468,1.5,162000,120000,30000,12000
469,2,169000,105000,64000,0
470,3,230000,0,0,0
471,0,284000,190000,300000,19000
472,4,190000,150000,20000,20000
473,9,140000,0,0,0
474,3,200000,137000,36000,27000
475,3,380000,185000,0,0
476,5,112000,48000,48000,15000
477,2,35000,35000,0,0
478,6,185000,0,0,0
479,7,350000,150000,200000,0
480,4,217000,121000,96000,0
481,0,185000,115000,50000,20000
482,4.5,194000,138000,26000,23460
483,0,333000,168000,141000,24000
484,5,87600,45600,10500,31500
485,7,167000,138000,16000,13000
486,0,310000,140000,155000,14000
487,1,230000,165000,50000,8000
488,1.5,120000,113000,0,7000
489,0,250000,160000,300000,1600
490,1,160000,130000,0,30000
491,1.5,100000,100000,0,0
492,14,225000,0,0,0
493,2,165000,0,0,0
494,2,164000,127000,37000,0
495,7,96000,53000,34000,11000
496,3,370000,190000,140000,40000
497,5,290000,185000,65000,36000
498,10,495000,220000,250000,25000
499,1,180000,0,0,0
500,0,200000,150000,105000,81000
501,0,95000,78000,15000,8000
502,1,275000,170000,80000,25000
503,1,128000,115000,0,13000
504,5,140000,0,0,0
505,13,325000,190000,85000,50000
506,0,367000,200000,137000,30000
507,0,300000,155000,450000,23000
508,0,165000,0,0,0
509,1,155000,122000,0,27500
510,11,340000,200000,80000,60000
511,0,690000,240000,298000,72000
512,1,350000,0,0,0
513,0.4,205000,140000,44000,21000
514,1,600000,600000,0,0
515,6,210000,118000,87000,0
516,3,83000,82000,0,0
517,1,325000,200000,500000,0
518,2.5,260000,0,0,0
519,2,238000,146000,358000,0
520,4,250000,0,0,0
521,1,240000,160000,20000,60000
522,2,222000,122000,61000,38000
523,2,295000,165000,110000,20000
524,3,168000,118000,50000,0
525,3,154000,132000,8000,14000
526,0,325000,216000,75000,32000
527,3,110000,108000,0,2000
528,3,255000,130000,100000,25000
529,4,460000,160000,300000,0
530,6,220000,150000,70000,5000
531,5,620000,0,0,0
532,3,120000,0,0,0
533,1,165000,165000,250000,3000
534,5,195000,140000,200000,20000
535,5,200000,155000,120000,60000
536,1,187000,150000,145000,10000
537,1,375000,175000,75000,125000
538,2,135000,113000,17000,5000
539,2,135000,113000,17000,5000
540,3,930000,250000,550000,130000
541,5,140000,110000,10000,19000
542,6,300000,205000,65000,40000
543,1,168000,125000,5000,40000
544,2,505000,220000,45000,265000
545,0,295000,175000,100000,20000
546,0,115000,95000,0,10000
547,2,190000,110000,80000,0
548,1,215000,165000,200000,50000
549,4,82000,55000,17000,10000
550,3,230000,160000,200000,20000
551,3,284000,160000,400000,24000
552,1,120000,105000,5000,10000
553,15,180000,130000,20000,30000
554,1,25000,23000,0,2000
555,0,185000,118000,50000,17000
556,1,237000,0,0,0
557,3,400000,160000,205000,35000
558,1,192000,192000,450000,0
559,3,310000,146000,164000,0
560,0,222000,140000,61000,21000
561,7,170000,140000,10000,25000
562,0,440000,200000,350000,150000
563,3,160000,130000,20000,10000
564,1,225000,225000,300000,0
565,1,283000,170000,350000,25000
566,3,178000,115000,50000,13000
567,3,265000,140000,100000,15000
568,3,310000,165000,120000,25000
569,6,228000,178000,30000,30000
570,21,225000,210000,10000,5000
571,6,225000,155000,0,0
572,6,500000,200000,250000,50000
573,10,160000,133000,15000,12000
574,4,147000,110000,27000,10000
575,1,230000,140000,65000,25000
576,3,77000,50000,20000,7000
577,1,167000,162000,0,5000
578,4,326000,150000,144000,32000
579,1,540000,0,0,0
580,0,200000,0,0,0
581,1,86000,85000,0,2000
582,1,390000,192000,120000,29000
583,6,800000,0,0,0
584,2.5,192000,131000,61000,0
585,1,270000,0,0,0
586,5,660000,210000,400000,50000
587,3,200000,142000,37000,21000
588,1,425000,200000,175000,50000
589,0,195000,145000,0,50000
590,2,182000,145000,13000,10000
591,2,160000,125000,20000,15000
592,18,800000,250000,400000,150000
593,1,107000,98000,1.00E-04,9000
594,13,215000,155000,30000,30000
595,0.5,120000,95000,25000,0
596,1,270000,170000,80000,20000
597,6,180000,155000,10000,15000
598,0,205000,125000,70000,10000
599,8,171000,154000,0,17000
600,0.1,210000,150000,50000,15000
601,1.5,107000,102000,0,5000
602,4,190000,120000,70000,0
603,1,305000,0,0,0
604,4,205000,125000,80000,1000
605,6,275000,145000,130000,0
606,4,162000,126000,20000,16000
607,1,130000,115000,0,15000
608,1,129000,107000,9000,20000
609,3.5,200000,0,0,0
610,1,180000,140000,0,0
611,0,260000,160000,300000,16000
612,12,310000,190000,56000,57000
613,2.5,210000,170000,40000,0
614,5,400000,180000,0,16000
615,3.5,190000,140000,30000,20000
616,0,202500,115000,37500,50000
617,0,215000,150000,50000,15000
618,1,196000,0,0,0
619,0,373000,160000,0,0
620,3,278000,230000,7000,50000
621,6.5,650000,0,0,0
622,0,585000,0,0,0
623,0,163000,108000,30000,20000
624,1,257000,161000,80000,16000
625,5,280000,145000,135000,0
626,1,170000,0,0,0
627,1,420000,220000,160000,30000
628,3,270000,165000,1000,100000
629,8,379000,182000,170000,27000
630,15,350000,230000,90000,30000
631,12,350000,200000,100000,50000
632,1,170000,140000,30000,0
633,2,170000,170000,80000,25000
634,0,250000,170000,80000,0
635,4,580000,210000,300000,70000
636,1,350000,0,0,0
637,2,420000,192000,220000,20000
638,2,195000,140000,38000,14000
639,3,125000,125000,0,1000000
640,3,235000,205000,0,30000
641,1,250000,0,0,0
642,1,180000,0,0,0
643,3,106000,0,0,0
644,1,173000,150000,20000,3000
645,7,120000,100000,10000,10000
646,0,155000,106000,16000,45000
647,10,400000,0,0,0
648,1,250000,200000,40000,10000
649,3,300000,156000,150000,0
650,3,220000,150000,70000,0
651,1,176000,116000,20000,20000
652,4,148000,0,0,0
653,10,220000,185000,30000,5000
654,5,173000,147000,0,16000
655,2.5,240000,122000,96000,20000
656,3,192000,132000,60000,1000
657,7,240000,140000,0,0
658,0,105000,81000,24000,0
659,4.4,189000,144000,45000,0
660,4,155000,140000,15000,1000
661,7,210000,160000,25000,25000
662,0,255000,150000,50000,97000
663,2,230000,0,0,0
664,4,194000,147000,14000,25000
665,6,175000,130000,35000,10000
666,1,215000,145000,55000,15000
667,4,207000,0,0,0
668,1,202000,138000,25000,20000
669,6,220000,154000,45000,20000
670,4,570000,0,0,0
671,4,135000,119500,4500,11000
672,0,218000,135000,62500,13500
673,3,155000,140000,0,15000
674,1,130000,0,0,0
675,16,293000,0,0,0
676,0.5,210000,135000,50000,30000
677,1,141000,118000,8000,15000
678,1,141000,118000,8000,15000
679,0.5,191000,136000,32000,21000
680,2,117000,0,0,0
681,1,171000,116000,32500,22500
682,0,230000,165000,50000,0
683,9,115000,115000,3000,4000
684,5,236000,0,0,0
685,2,418000,193000,119000,38000
686,5,315000,187000,100000,28000
687,3,590000,205000,350000,35000
688,4,250000,135000,115000,0
689,3,165000,0,0,0
690,0,144500,108000,17500,34000
691,4,155000,115000,10000,30000
692,4,280000,150000,100000,20000
693,6,79000,57000,13000,9000
694,2,250000,160000,70000,14000
695,3,160000,136000,4000,13000
696,2,250000,0,0,0
697,2,250000,0,0,0
698,2,250000,0,0,0
699,2,225000,0,0,0
700,5,385000,0,0,0
701,1,440000,185000,260000,0
702,4,174000,0,0,0
703,2,260000,205000,35000,20000
704,0,483000,210000,273000,9000
705,0,155000,130000,20000,20000
706,0,200000,145000,45000,10000
707,2,310000,160000,70000,80000
708,0,138000,108000,10000,25000
709,0,217000,175000,33000,9000
710,3,265000,165000,0,100000
711,3,500000,0,0,0
712,2,180000,180000,175000,20000
713,3,150000,120000,30000,0
714,2,158000,125000,20000,12000
715,1,317000,175000,125000,17000
716,2,335000,155000,165000,15000
717,1,408000,160000,150000,98000
718,0,239000,140000,60000,39000
719,1,255000,155000,10000,92000
720,0.5,230000,175000,34000,34000
721,0,190000,130000,25000,25000
722,3,80000,0,0,0
723,5,650000,210000,390000,50000
724,3,215000,160000,0,55000
725,3,215000,160000,0,55000
726,0,134000,120000,12000,2000
727,3,530000,190000,298000,42000
728,5,355000,185000,170000,0
729,0,255000,145000,90000,20000
730,1,210000,0,0,0
731,3,300000,170000,80000,50000
732,3,300000,170000,80000,50000
733,0,164000,109000,35000,20000
734,2,235000,170000,40000,25000
735,5,250000,150000,100000,0
736,2,243000,200000,0,0
737,4,140000,116000,16000,8000
738,1,215000,177000,35000,0
739,3,200000,126000,20000,20000
740,1,120000,120000,30000,10000
741,1,112000,107000,0,5000
742,2,215000,175000,0,40000
743,3,358000,200000,128000,30000
744,3,325000,166000,0,0
745,0,155000,112000,12000,10000
746,5,277000,144000,133000,0
747,3,212000,132000,80000,0
748,3,104000,0,0,0
749,1,170000,135000,15000,20000
750,1,43000,0,0,0
751,1,234000,131000,60000,13000
752,2,155000,155000,0,0
753,11,170000,0,0,0
754,3,242000,150000,75000,17000
755,3,275000,156000,30000,15000
756,3,280000,170000,80000,30000
757,0,350000,165000,150000,25000
758,3,180000,133000,0,0
759,3,137000,126000,3000,9000
760,2,450000,242000,100000,85000
761,1,210000,0,0,0
762,0,180000,150000,60000,15000
763,1,82000,82000,5000,2000
764,4,265000,220000,40000,5000
765,0,251000,160000,75000,16000
766,2,250000,152000,52000,30000
767,11,202000,152000,207000,17000
768,0,243000,0,0,0
769,5,471000,181000,250000,40000
770,0,141000,108000,17000,64000
771,1,207000,0,0,0
772,1.5,181000,147000,11000,22000
773,7,470000,0,0,0
774,2,250000,150000,100000,50000
775,0,135000,100000,0,0
776,7,220000,160000,35000,25000
777,1,350000,200000,70000,80000
778,1,350000,200000,70000,80000
779,3,224000,138000,63000,23000
780,0.5,250000,160000,75000,16000
781,1,215000,0,0,0
782,1,249000,151000,80000,18000
783,1,200000,142000,25000,33000
784,3,115000,0,0,0
785,0.5,150000,0,0,0
786,4.5,600000,220000,300000,44000
787,3,187000,0,0,0
788,8,261000,159000,82000,20000
789,2,193000,132000,40000,21000
790,0,143000,0,0,0
791,6,370000,155000,180000,35000
792,8,221000,181000,20000,20000
793,3.5,147000,0,0,0
794,1,92000,92000,0,0
795,1,200000,0,0,0
796,0,172000,118000,36000,18000
797,3,250000,138000,84000,28000
798,4,76000,76000,2000,4000
799,0,120000,120000,0,0
800,3,500000,0,0,0
801,4,500000,250000,200000,50000
802,0,165000,130000,25000,10000
803,4,350000,175000,25000,150000
804,2,250000,119000,110000,21000
805,2,145000,120000,7000,18000
806,2,185000,133000,35000,18000
807,0.5,180000,130000,19000,10000
808,4,200000,0,0,0
809,5,143000,126000,5000,12000
810,10,172000,147000,11000,14000
811,2,211000,136000,55000,20000
812,2,220000,137000,67000,15000
813,4,196000,133000,7000,15000
814,1,200000,133000,30000,30000
815,2,210000,130000,60000,20000
816,0,208000,108000,50000,50000
817,2,185000,129000,39000,17000
818,2,185000,129000,39000,17000
819,4,213000,133000,9000,21000
820,1,167000,127000,15000,15000
821,0,249000,170000,180000,34000
822,3,199000,128000,40000,16000
823,1,119000,119000,0,10000
824,1,139000,120000,5000,14000
825,2,193000,145000,33000,15000
826,1,130000,115000,0,15000
827,3,511000,220000,251000,40000
828,2,195000,148000,22000,25000
829,2,138000,121000,4000,13000
830,1,380000,160000,120000,100000
831,5,350000,180000,150000,30000
832,0,147000,115000,23000,0
833,1,100000,0,0,0
834,4,115000,100000,5000,10000
835,1,94000,94000,6000,10000
836,1,374000,164000,160000,50000
837,1,131000,121000,1000,10000
838,5,302000,168000,100000,34000
839,3,229000,145000,63000,21000
840,3,196000,133000,48000,15000
841,2,162000,0,0,0
842,2,169000,135000,20000,14000
843,5,250000,180000,45000,27000
844,1,118000,118000,4000,14000
845,2,173000,125000,28000,20000
846,1,245000,150000,85000,15000
847,0,107000,107000,70000,35000
848,2,176000,120000,34000,22000
849,5,239000,188000,24000,27000
850,4,196000,134000,62000,0
851,2,275000,0,0,0
852,2,265000,140000,125000,0
853,4,220000,156000,20000,23000
854,1.5,177000,123000,32000,22000
855,3,160000,133000,8000,15000
856,3,190000,0,0,0
857,2,300000,0,0,0
858,0,161000,108000,18000,35000
859,0,143000,108000,18000,17000
860,2,195000,140000,10000,45000
861,1,165000,110000,4000,12000
862,10,300000,0,0,0
863,5,310000,0,0,0
864,3,154000,126000,19000,9000
865,2,340000,203000,96000,41000
866,1,168000,120000,35000,13000
867,1,17000,0,0,0
868,0,190000,130000,50000,20000
869,1,175000,135000,20000,20000
870,0,250000,160000,72000,44000
871,1,155000,120000,20000,15000
872,0,272000,0,0,0
873,1,130000,130000,40000,16000
874,2,187000,140000,22000,15000
875,4,131000,114000,10000,7000
876,4,147000,128000,7000,12000
877,1,400000,200000,125000,70000
878,6,320000,210000,50000,60000
879,2,235000,132000,90000,13000
880,0,180000,137000,20000,22000
881,1,206000,144000,40000,22000
882,1,450000,215000,200000,30000
883,3,497000,0,0,0
884,1,197000,145000,43000,9000
885,1,325000,220000,75000,40000
886,0,191000,120000,50000,21000
887,0,116000,107000,5000,3000
888,3,182000,141000,25000,16000
889,7,250000,137000,113000,0
890,0,220000,165000,25000,24000
891,15,475000,0,0,0
892,1,200000,135000,50000,15000
893,1,198000,198000,120000,0
894,2.5,565000,211000,322000,32000
895,3,174000,139000,14000,21000
896,1.5,350000,0,0,0
897,1.5,152000,118000,20000,25000
898,8,240000,0,0,0
899,1,330000,160000,20000,150000
900,0,165000,110000,38000,6000
901,20,165000,130000,20000,15000
902,2,140000,0,0,0
903,0,188000,138000,25000,25000
904,0,160000,0,0,0
905,0,165000,0,0,0
906,1,128000,103000,5000,20000
907,2,320000,200000,60000,60000
